"record_id","state_code","jurisdiction_name","jurisdiction_type","official_jurisdiction_id","tax_name","legal_incidence","geographic_scope","employer_withholding","rate","effective_at","administrator","evidence_status","coverage_status","product_disposition","source_date","primary_source_urls","limitations"
"ky-klc-payroll-dry-ridge","KY","Dry Ridge","incorporated city","{""klc_county"":""Grant"",""klc_fy2023_source_page"":4}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.25%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Dry Ridge local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-earlington","KY","Earlington","incorporated city","{""klc_county"":""Hopkins"",""klc_fy2023_source_page"":4}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.50%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Earlington local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-eddyville","KY","Eddyville","incorporated city","{""klc_county"":""Lyon"",""klc_fy2023_source_page"":4}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.50%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Eddyville local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-edmonton","KY","Edmonton","incorporated city","{""klc_county"":""Metcalfe"",""klc_fy2023_source_page"":4}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.50%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Edmonton local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-elkhorn-city","KY","Elkhorn City","incorporated city","{""klc_county"":""Pike"",""klc_fy2023_source_page"":4}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Elkhorn City local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-elkton","KY","Elkton","incorporated city","{""klc_county"":""Todd"",""klc_fy2023_source_page"":5}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","2.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Elkton local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-eminence","KY","Eminence","incorporated city","{""klc_county"":""Henry"",""klc_fy2023_source_page"":5}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","0.75%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Eminence local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-supported-current-falmouth","KY","Falmouth","incorporated city",,"Occupational License Tax / Payroll Tax","reported employee compensation tax; enacted municipal payroll ordinance has not been retained","reported work or services within Falmouth; exact enacted local text remains required","True","1.5% reported","Reported effective 2026-07-01","City of Falmouth","SUPPORTED_CURRENT_SECONDARY","PARTIAL","UNDETERMINED until the enacted payroll ordinance or official employer-withholding form is retained","Current city page and dated reporting retrieved 2026-08-27","https://cityoffalmouth.com/occupational-license/ | https://news.bloombergtax.com/financial-accounting/falmouth-kentucky-creates-payroll-tax-starting-july-1","The current city page proves a new occupational ordinance but describes its business-license schedule, not the reported 1.5% employee payroll tax. The enacted payroll ordinance or official withholding form is still required."
"ky-klc-payroll-flemingsburg","KY","Flemingsburg","incorporated city","{""klc_county"":""Fleming"",""klc_fy2023_source_page"":5}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Flemingsburg local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-fordsville","KY","Fordsville","incorporated city","{""klc_county"":""Ohio"",""klc_fy2023_source_page"":5}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.25%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Fordsville local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-fountain-run","KY","Fountain Run","incorporated city","{""klc_county"":""Monroe"",""klc_fy2023_source_page"":5}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Fountain Run local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-franklin","KY","Franklin","incorporated city","{""klc_county"":""Simpson"",""klc_fy2023_source_page"":5}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Franklin local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-fulton","KY","Fulton","incorporated city","{""klc_county"":""Fulton"",""klc_fy2023_source_page"":6}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","2.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Fulton local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-greensburg","KY","Greensburg","incorporated city","{""klc_county"":""Green"",""klc_fy2023_source_page"":6}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.50%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Greensburg local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-greenup","KY","Greenup","incorporated city","{""klc_county"":""Greenup"",""klc_fy2023_source_page"":6}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Greenup local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-guthrie","KY","Guthrie","incorporated city","{""klc_county"":""Todd"",""klc_fy2023_source_page"":6}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Guthrie local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-harrodsburg","KY","Harrodsburg","incorporated city","{""klc_county"":""Mercer"",""klc_fy2023_source_page"":6}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Harrodsburg local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-hebron-estates","KY","Hebron Estates","incorporated city","{""klc_county"":""Bullitt"",""klc_fy2023_source_page"":7}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Hebron Estates local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-hickman","KY","Hickman","incorporated city","{""klc_county"":""Fulton"",""klc_fy2023_source_page"":7}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.75%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Hickman local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-highland-heights","KY","Highland Heights","incorporated city","{""klc_county"":""Campbell"",""klc_fy2023_source_page"":7}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Highland Heights local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-jackson","KY","Jackson","incorporated city","{""klc_county"":""Breathitt"",""klc_fy2023_source_page"":7}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","2.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Jackson local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-jamestown","KY","Jamestown","incorporated city","{""klc_county"":""Russell"",""klc_fy2023_source_page"":7}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Jamestown local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-jenkins","KY","Jenkins","incorporated city","{""klc_county"":""Letcher"",""klc_fy2023_source_page"":8}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.50%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Jenkins local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
