"record_id","state_code","jurisdiction_name","jurisdiction_type","official_jurisdiction_id","tax_name","legal_incidence","geographic_scope","employer_withholding","rate","effective_at","administrator","evidence_status","coverage_status","product_disposition","source_date","primary_source_urls","limitations"
"oh-municipal-income-68056","OH","ROCKY RIVER","Ohio municipality","{""fips_code"":""68056""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":2.0,""fraction"":0.02}","{""from"":""2015-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-68560","OH","ROSEVILLE","Ohio municipality","{""fips_code"":""68560""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2002-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-68686","OH","ROSSFORD","Ohio municipality","{""fips_code"":""68686""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":2.25,""fraction"":0.0225}","{""from"":""2002-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-68742","OH","ROSWELL","Ohio municipality","{""fips_code"":""68742""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2002-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-69176","OH","RUSHSYLVANIA","Ohio municipality","{""fips_code"":""69176""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2015-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-69204","OH","RUSHVILLE","Ohio municipality","{""fips_code"":""69204""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2025-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-69302","OH","RUSSELLS POINT","Ohio municipality","{""fips_code"":""69302""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2005-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-69344","OH","RUSSIA","Ohio municipality","{""fips_code"":""69344""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.5,""fraction"":0.015}","{""from"":""2004-07-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-69358","OH","RUTLAND","Ohio municipality","{""fips_code"":""69358""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2023-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-69400","OH","SABINA","Ohio municipality","{""fips_code"":""69400""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.5,""fraction"":0.015}","{""from"":""2017-07-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-69834","OH","SALEM","Ohio municipality","{""fips_code"":""69834""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.25,""fraction"":0.0125}","{""from"":""2016-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-70100","OH","SALINEVILLE","Ohio municipality","{""fips_code"":""70100""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2002-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-70380","OH","SANDUSKY","Ohio municipality","{""fips_code"":""70380""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.25,""fraction"":0.0125}","{""from"":""2015-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-70534","OH","SARDINIA","Ohio municipality","{""fips_code"":""70534""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2008-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-70814","OH","SCIO","Ohio municipality","{""fips_code"":""70814""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2002-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-71220","OH","SEBRING","Ohio municipality","{""fips_code"":""71220""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":2.0,""fraction"":0.02}","{""from"":""2007-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-71416","OH","SEVEN HILLS","Ohio municipality","{""fips_code"":""71416""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":2.5,""fraction"":0.025}","{""from"":""2017-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-71486","OH","SEVILLE","Ohio municipality","{""fips_code"":""71486""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2002-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-71682","OH","SHAKER HEIGHTS","Ohio municipality","{""fips_code"":""71682""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":2.25,""fraction"":0.0225}","{""from"":""2012-10-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-71892","OH","SHARONVILLE","Ohio municipality","{""fips_code"":""71892""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.5,""fraction"":0.015}","{""from"":""2002-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-71976","OH","SHAWNEE HILLS","Ohio municipality","{""fips_code"":""71976""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":2.0,""fraction"":0.02}","{""from"":""2002-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-72060","OH","SHEFFIELD","Ohio municipality","{""fips_code"":""72060""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":2.0,""fraction"":0.02}","{""from"":""2009-05-31"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-72088","OH","SHEFFIELD LAKE","Ohio municipality","{""fips_code"":""72088""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":2.0,""fraction"":0.02}","{""from"":""2014-07-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-72102","OH","SHELBY","Ohio municipality","{""fips_code"":""72102""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.75,""fraction"":0.0175}","{""from"":""2024-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-72242","OH","SHERRODSVILLE","Ohio municipality","{""fips_code"":""72242""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2002-01-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
"oh-municipal-income-72256","OH","SHERWOOD","Ohio municipality","{""fips_code"":""72256""}","Municipal Income Tax","individual municipal income tax; employers withhold qualifying wages under ORC 718.03","Official municipal boundary; resident and work-location rules require address-level resolution","True","{""percent"":1.0,""fraction"":0.01}","{""from"":""2004-07-01"",""through"":""9999-12-31"",""snapshot"":""2026-08-25""}","Municipality or its authorized administrator; The Finder is the statewide rate source","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-municipality/FIPS resolution; postal city alone remains UNDETERMINED","""2026-08-25T18:02:05-06:00""","https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/Muni/OHMuniRateTable.csv | https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/OHMuniFIPSCodes.txt | https://thefinder.tax.ohio.gov/api/file-downloads?type=municipality | https://codes.ohio.gov/ohio-revised-code/section-718.03","The official rate table does not make a postal city an authoritative municipal-boundary match. | JEDD/JEDZ and school-district income taxes are separate records."
